0.0 27.692798500000002
0.1 25.031785500000005
0.2 23.808593000000005
0.3 23.282760000000003
0.4 19.492276
0.5 36.0449585
0.6 23.176750000000006
0.7 25.6435715
0.8 26.504364499999998
0.9 26.290267500000006
1.0 25.663441500000005
1.1 27.246796500000006
1.2 28.089054999999995
1.3 28.358348999999997
1.4 27.765222
1.5 26.457505000000005
1.6 41.276025000000004
1.7 25.012391
1.8 29.145034
1.9 30.6112705
2.0 31.277467
2.1 31.15228000000001
2.2 30.525291500000016
2.3 29.01263
2.4 27.472514999999994
2.5 27.669118500000003
2.6 27.111522499999996
2.7 26.101341
2.8 27.479135499999995
2.9 28.665560000000006
3.0 28.5928225
3.1 27.175979499999993
3.2 23.5615045
3.3 41.29915
3.4 21.428562000000007
3.5 24.323106500000005
3.6 26.381241
3.7 28.904187999999998
3.8 30.043037499999997
3.9 30.094566000000004
4.0 29.161897
4.1 27.194117500000004
4.2 36.633438
4.3 26.636635000000002
4.4 27.361132500000004
4.5 27.061901999999996
4.6 26.427978999999993
4.7 25.600217499999996
4.8 23.430497000000003
4.9 23.816285
5.0 28.528861000000006
5.1 30.981032499999998
5.2 34.52528649999999
5.3 39.605613
5.4 34.030353
5.5 39.838639
5.6 44.935080500000005
5.7 48.46983000000001
5.8 63.625992
5.9 62.086796000000014
6.0 63.8940695
6.1 56.0736535
6.2 48.620413
6.3 66.4043075
6.4 50.310332
6.5 67.98389999999999
6.6 69.22997750000002
6.7 70.0736585
6.8 74.70084349999999
6.9 71.32695150000002
7.0 78.2459345
7.1 64.8560845
7.2 64.99379000000002
7.3 65.75923149999998
7.4 68.13921200000001
7.5 78.570949
7.6 78.62432250000002
7.7 67.4290725
7.8 79.20571300000002
7.9 73.65649950000001
8.0 74.054703
8.1 68.838101
8.2 74.27437749999999
8.3 64.1608705
8.4 72.305401
8.5 73.96987299999999
8.6 71.471549
8.7 79.192906
8.8 63.759329
8.9 80.51216799999999
9.0 76.60025150000001
9.1 63.575497999999996
9.2 65.95384949999999
9.3 69.4533775
9.4 82.851676
9.5 71.5124175
9.6 82.80535649999999
9.7 72.00913500000001
9.8 76.475303
